id,cba_section_id,article_number,article_title,section_number,section_title,question,answer,citation,topic,difficulty,created_at,updated_at
ede272bc-86e0-4ae4-92f8-f61ce1ed4f16,e094cb2f-c2a6-490d-9ba5-cbdcc1e32211,Article XXIX,MISCELLANEOUS,Section 17,Gate Reports.,On which dates must the NBA provide the Players Association with gate receipts and paid attendance reports?,"The NBA must provide the Players Association with gate receipts and paid attendance reports on December 31, February 28, April 30, and July 31 of each season.","Article XXIX, Section 17",arbitration,easy,2025-10-15 02:47:15.227528,2025-10-15 02:47:15.227528
ede34a9a-7079-49f0-9b27-b6820abee979,9817172a-e6e7-4128-aaad-332155c91717,Article XLI,NBA G LEAGUE,Section 6,Career Opportunities for Former NBA Players.,What is the duration of each session in the NBA/NBAGL apprenticeship program for former NBA players?,"Each session in the NBA/NBAGL apprenticeship program for former NBA players lasts approximately three months, with two sessions held annually. Alternatively, one session may last at least six months.","Article XLI, Section 6",general,easy,2025-10-15 02:40:34.330761,2025-10-15 02:40:34.330761
edf11ac7-bc77-43b6-b6b6-bc3488217505,ba765413-b17a-4f86-ad2d-c748e2158d17,Article XXII,PLAYER HEALTH AND WELLNESS,Section 9,"Concussion, Cardiac, and Emergency Medical",What steps must be taken before updating the emergency medical preparedness policy?,"Before updating the emergency medical preparedness policy, the NBA must consult with the Players Association. The policy is reviewed and updated with input from the NBA Physicians Association and the NBA’s Emergency Medical Preparedness Committee to align with expert recommendations.","Article XXII, Section 9",health-safety,medium,2025-10-15 02:45:37.867022,2025-10-15 02:45:37.867022
ee106ec9-6b2e-49c5-8d0b-4e8bf52e0774,4dbafe5a-1845-4c2e-b988-3c83fe8cd13a,Article XXXII,SYSTEM ARBITRATION,8,Procedure Relating to Appeals of Determination by the,"In a scenario where an award is appealed, what is the timeline for oral arguments and decision issuance by the Appeals Panel?","The Appeals Panel must schedule oral arguments within 5-10 days following the filing of the responding brief(s), and a written decision must be issued within 30 days from the date of the argument.","Article XXXII, Section 8",general,hard,2025-10-15 16:38:52.704676,2025-10-15 16:38:52.704676
ee11275f-9c6a-4da4-b6fb-aac11218b8b9,a6f8742a-79f6-4886-a345-54ba7675308a,Article XIV,ANTI-COLLUSION PROVISIONS,Section 17,Time Limits.,What is the time limit for bringing an action under the Anti-Collusion Provisions?,"An action must be brought within ninety (90) days of when the player knows or reasonably should have known about the claim, or within ninety (90) days of the start of the NBA Season in which the violation is claimed, whichever is later.","Article XIV, Section 17",general,easy,2025-10-15 02:38:20.177409,2025-10-15 02:38:20.177409
ee1853cb-871f-449f-8066-fce6428b3760,afdeba96-4fbf-4b86-9f03-a58442fb2550,Article XVIII,"TRAVEL ACCOMMODATIONS, LOCKER ROOM",6,Two-Way Players.,Define a 'Two-Way Player' within the context of travel accommodations.,"A 'Two-Way Player' is a player who is signed to a contract that allows them to move between an NBA Team and its affiliated NBAGL team, and they are not subject to the same travel accommodation requirements as standard NBA players when doing so.","Article XVIII, Section 6",general,easy,2025-10-15 16:28:53.051677,2025-10-15 16:28:53.051677
ee43797e-d87e-478b-b27a-3b8d67b79517,8913433e-9f47-40f3-b3fb-5c53d3c62414,Article VIII,ROOKIE SCALE,Section 3,Loss of Draft Rights.,What are the conditions under which a team can sign a First Round Pick after losing their draft rights to them?,A team can only sign a First Round Pick after losing their draft rights once the player has signed with another NBA team and has either completed the playing services under that contract or the contract has been terminated according to the NBA waiver procedure.,"Article VIII, Section 3",rookie-scale,hard,2025-10-15 02:33:08.849061,2025-10-15 02:33:08.849061
ee6d67ee-6b25-4c28-8f78-747ed760120c,260c4057-d891-4221-8300-cc8ba4d4a358,Article II,UNIFORM PLAYER CONTRACT,Section 8,Promotional Activities.,What restrictions apply to a player's off-season promotional appearances?,"A player is not required to make more than one off-season appearance per year, and only if he is located in the area where the appearance is to take place. The appearances must be scheduled with at least 14 days' notice and cannot interfere with reasonable preparation for games or practices.","Article II, Section 8",player-contracts,hard,2025-10-15 02:24:59.191083,2025-10-15 02:24:59.191083
ee704a97-f7a2-484f-84b3-35874cb2be59,8fb53394-a0e4-4606-8984-ae7ea670a698,Article IV,BENEFITS,8,Projected Benefits.,How are 'Projected Benefits' calculated if a benefit for the upcoming Salary Cap Year is not reasonably calculable?,"If a benefit for the upcoming Salary Cap Year is not reasonably calculable, it is projected to be 104.5% of the amount attributed to the same benefit for the prior Salary Cap Year.","Article IV, Section 8",general,medium,2025-10-15 16:12:31.117211,2025-10-15 16:12:31.117211
ee70ebbf-c887-42e5-b572-76dfaa3b1c6b,468e69be-a27d-44fe-8efb-f519fe8f3ee6,Article XII,OPTION CLAUSES,2,Player Options.,Define an Early Termination Option (ETO) and its exercise conditions.,An Early Termination Option (ETO) allows a player to terminate their contract earlier than its full term. It is exercisable only once and cannot take effect before the end of the fourth season of the contract.,"Article XII, Section 2",trades,easy,2025-10-15 06:24:59.155098,2025-10-15 06:24:59.155098
ee74b2a4-deaf-4954-8ce8-25921f931740,db6c876b-5422-475e-8023-080c3c4c7897,Article XXXIII,ANTI-DRUG PROGRAM AND SUBSTANCE ABUSE,4,Testing.,What is required for drug testing conducted under Article XXXIII to be considered valid?,"Drug testing must comply with scientifically accepted analytical techniques and adhere to specific collection procedures described in the CBA's exhibits, as well as additional procedures established after consultation with relevant bodies such as the NBA and the Players Association.","Article XXXIII, Section 4",general,easy,2025-10-15 16:39:51.379789,2025-10-15 16:39:51.379789
eef40b9d-57a4-4464-ada8-a3ecadc51e46,64f5e2c2-b258-40f6-bdf5-7961e5796aa9,Article XXXVIII,"INTEGRATION, ENTIRE AGREEMENT,",3,Choice of Law.,How does the Choice of Law clause in the CBA affect legal disputes?,"The Choice of Law clause ensures that any legal disputes related to the CBA, including the Uniform Player Contract and other exhibits, will be adjudicated under New York State law, unless federal law is applicable.","Article XXXVIII, Section 3",general,medium,2025-10-15 06:45:14.686068,2025-10-15 06:45:14.686068
eefdaa0b-f8d4-493f-89fa-4d380a0bfa90,46bdee97-f709-4342-ad70-cf4255d489e5,Article XXXIII,ANTI-DRUG PROGRAM AND SUBSTANCE ABUSE TREATMENT,Section 7,Drugs of Abuse Program.,What happens if a player fails to comply with Stage 1 requirements of the Drugs of Abuse Program within ten days?,"If a player fails to comply with Stage 1 requirements within ten days and without a reasonable excuse, he shall be suspended until compliance is achieved. Continued noncompliance for thirty days may result in advancement to Stage 2 or contract termination by the player's team.","Article Article XXXIII, Section Section 7",general,medium,2025-10-15 05:42:10.872473,2025-10-15 05:42:10.872473
ef26df1a-e43b-49e8-9ab0-ff1c42434717,6c75e4c2-5e23-4569-bead-d3702b137721,Article IV,BENEFITS,Section 5,95,What must the Players Association do to substitute alternative programs for those provided by the Education Trust?,"The Players Association must deliver written notice to the NBA at least six months before the start of a Salary Cap Year and obtain NBA consent, which cannot be unreasonably withheld, ensuring new programs comply with the Labor Management Relations Act and qualify as exempt under Section 501(c)(5) of the Code.","Article IV, Section 5",benefits,medium,2025-10-15 02:26:25.180109,2025-10-15 02:26:25.180109
ef296e86-d006-4411-b0df-ed901b67eb2d,08e388b8-f3b3-4c5a-9461-7342c7d225a4,Article XXX,NO-STRIKE AND NO-LOCKOUT PROVISIONS AND OTHER UNDERTAKINGS,Section 2,No Lockout.,Define 'lockout' in the context of the NBA CBA.,"A 'lockout' is an action taken by the NBA or its Teams to cease operations and stop employing players, typically used as a bargaining tool during negotiations, but prohibited during the Agreement's term according to Article XXX, Section 2.","Article XXX, Section 2",general,easy,2025-10-15 02:50:36.124031,2025-10-15 02:50:36.124031
ef3612a7-27b8-4ddf-b670-4fe0c70f28da,5b2c2e0f-359d-49f4-a847-718fb80f05e3,Article XXXIX,TERM OF AGREEMENT,1,Effective Date and Expiration Date.,What happens to provisions that are agreed to survive the expiration or termination of the CBA?,"Provisions that the parties have specifically agreed will survive expiration or termination will continue to be effective even after June 30, 2030, unless otherwise specified.","Article XXXIX, Section 1",general,medium,2025-10-15 16:40:35.891697,2025-10-15 16:40:35.891697
ef3c5f6e-3e84-4107-83e6-8046b6446b6d,ecbdd4c6-36bf-469d-8e7e-8554c7c1d238,Article XI,FREE AGENCY,Section 4,(a),What is the consequence if a Qualifying Offer is withdrawn on or after July 14?,"If a Qualifying Offer is withdrawn on or after July 14, the player immediately becomes an Unrestricted Free Agent, and the team is also deemed to have renounced the player as per Article VII, Section 4(g).","Article XI, Section Section 4",free-agency,medium,2025-10-15 02:35:26.418458,2025-10-15 02:35:26.418458
ef48c417-ed44-4966-8967-bae707c72549,39933c89-fccd-4f84-89b3-6e04a7811063,Article VI,PLAYER CONDUCT,Section 12,On-Court Conduct.,What are the rules governing on-court conduct for players?,"The rules governing on-court conduct for players are outlined in the Player Conduct, NBA Uniform Requirements, Dress Code, and Other Player-Related Matters Memo dated June 1, 2023. Any new rules or changes to existing rules will be bargained between the NBA and the Players Association starting with the 2023-24 Season.","Article VI, Section 12",conduct,easy,2025-10-15 02:27:57.313401,2025-10-15 02:27:57.313401
ef5c7398-b7ed-4902-834a-84cb348dd101,f876ba45-9c06-4cff-b248-40d2fb4ec99b,Article XXIII,EXHIBITION GAMES AND,4,Summer Leagues.,How many Veterans can an NBA team enroll in a summer league simultaneously?,No NBA Team may simultaneously enroll more than four Veterans in any summer basketball league during an off-season.,"Article XXIII, Section 4",conduct,easy,2025-10-15 16:32:26.512958,2025-10-15 16:32:26.512958
ef69e6b2-314c-47b8-b397-5245d7f921cf,358c90a2-aad3-42fa-83e0-54e094176b0e,Article XXXII,SYSTEM ARBITRATION,Section 6,Selection of System Arbitrator.,Describe the procedure if the parties cannot agree on a System Arbitrator from the list provided by the CPR Institute.,"If the parties cannot agree on a System Arbitrator within seven days from receiving the list, each party can delete up to five names from the list. The CPR Institute then chooses the arbitrator from the remaining names.","Article XXXII, Section 6",general,medium,2025-10-15 02:53:53.023504,2025-10-15 02:53:53.023504
ef6fde74-b127-42a2-add3-32a182aa4aa1,4cecf92b-b91a-4fd6-a563-3b00615f4ffc,Article XL,EXPANSION AND CONTRACTION,1,Expansion.,"How should player contracts be made available to expansion teams according to Article XL, Section 1?",Player contracts should be made available to expansion teams under substantially the same terms and manner as they were for the Charlotte expansion team in the 1999 NBA/NBPA Collective Bargaining Agreement.,"Article XL, Section 1",general,medium,2025-10-15 16:24:36.795671,2025-10-15 16:24:36.795671
ef9c32d3-17e0-42eb-9011-7625ed6d1ab6,056d9f4a-c98b-4b03-a66e-0ca913c8740d,Article XXVII,RIGHT OF SET-OFF,4,Waiver of Set-off Right.,How might a team and player negotiate a waiver of the set-off right in a Player Contract?,"A team and player might negotiate a waiver of the set-off right by amending the Player Contract to modify or eliminate this right, but such changes must comply with the guidelines and restrictions set forth in Article II, Section 3(p) of the CBA.","Article XXVII, Section 4",general,hard,2025-10-15 16:35:01.36184,2025-10-15 16:35:01.36184
efbb2957-e696-488a-a354-b7aca6ed0802,68fef578-40cf-4bcc-afad-722c5a5d31e2,Article XXXIX,TERM OF AGREEMENT,2,Mutual Options to Terminate Following Sixth Season.,"If the NBA decides to terminate the agreement in 2028, what steps must they take according to Article XXXIX, Section 2?","The NBA must provide written notice to the Players Association by October 15, 2028, to effectively terminate the agreement on June 30, 2029.","Article XXXIX, Section 2",general,hard,2025-10-15 16:40:45.126136,2025-10-15 16:40:45.126136
efd129d3-9788-43b1-8024-8b82718c6b37,5c707910-7436-4b55-8c46-c166da2e4829,Article XXXIII,ANTI-DRUG PROGRAM AND SUBSTANCE ABUSE TREATMENT,Section 18,Prescriptions Under the Anti-Drug Program.,Who is allowed to know about a player's prescription for a proposed substance under the Anti-Drug Program?,A team physician who receives a notification about a proposed substance can disclose the prescription only to other team medical staff members who need to know to ensure the player receives proper medical care. No one else is allowed to be informed.,"Article Article XXXIII, Section Section 18",general,hard,2025-10-15 05:40:49.033247,2025-10-15 05:40:49.033247
efe6d1e1-3aea-4194-9574-28baaea74847,e79fcd7d-003e-4c2f-93f8-376564e33b65,Article XXXII,SYSTEM ARBITRATION,Section 10,Special Procedure for Disputes with Respect to the,What is the primary purpose of Section 10 in Article XXXII of the CBA?,Section 10 in Article XXXII establishes the procedures for resolving disputes related to the Adjustment Schedules as described in Article VII of the CBA.,"Article XXXII, Section 10",general,easy,2025-10-15 02:53:09.057513,2025-10-15 02:53:09.057513
f0123b3c-339c-4326-8815-cfa51e44caff,78e250f6-775b-479a-9e81-99177ec48082,Article XXXI,GRIEVANCE AND ARBITRATION PROCEDURE,1,Scope.,How are disputes involving the NBA Players' Health and Welfare Benefit Plan resolved?,"The Grievance Arbitrator resolves disputes among trustees under the NBA Players’ Health and Welfare Benefit Plan and related trust agreements, with those agreements taking precedence over the CBA if conflicts arise.","Article XXXI, Section 1",general,medium,2025-10-15 16:36:46.172602,2025-10-15 16:36:46.172602
f020fc4c-4d59-4ba6-b561-7f66d1f0b9b8,731c4d26-4995-4b00-be37-e49a265b4533,Article XII,OPTION CLAUSES,Section 3,No Conditional Options.,"Define 'ETO' as it relates to Article XII, Section 3 of the CBA.","ETO stands for Early Termination Option, which allows a player to end their contract before its scheduled end. According to Article XII, Section 3, the effective season of an ETO must be established at the start of the contract and cannot depend on any conditions.","Article XII, Section 3",trades,easy,2025-10-15 02:35:53.328292,2025-10-15 02:35:53.328292
f02548dd-b770-407a-ac8a-87f52fa73e4f,6b0d7d2c-14f2-41c5-b3b9-e04b6bbf67af,Article XLI,NBA G LEAGUE,Section 5,Miscellaneous.,Can a player own an interest in the NBAGL or any of its teams?,"A player cannot directly or indirectly own or hold any interest in the NBAGL or any NBAGL team unless authorized by the NBA, as stated in Article XLI, Section 5(b).","Article XLI, Section 5",general,medium,2025-10-15 02:40:27.888786,2025-10-15 02:40:27.888786
f02e5694-ed1a-4b6b-9f03-1e4690ca685d,10bba9cd-ed0f-45e4-9bcd-63c9fba2ddc8,Article XXXII,SYSTEM ARBITRATION,Section 9,Special Procedure for Disputes with Respect to Interim,"If Disputed Adjustments are less than $10 million, who resolves the dispute and is their decision appealable?","For Disputed Adjustments less than $10 million adverse to the disputing party, the Accountants resolve the dispute, and their decision is final, binding, and not appealable, as outlined in Article XXXII, Section 9(e).","Article XXXII, Section 9",general,medium,2025-10-15 02:54:14.493431,2025-10-15 02:54:14.493431
f03634f0-bb9b-4d37-aec2-ebc28392d5fe,58d30545-a1c4-47ed-9de4-01507fc7293f,Article II,UNIFORM PLAYER CONTRACT,Section 6,Minimum Player Salary.,What is the Maximum Advance a player can receive before November 1 if their contract is protected for lack of skill and injury?,"The Maximum Advance a player can receive before November 1 is the lesser of 80% of the player's compensation protected for lack of skill and injury, or 7.5% of the player's Base Compensation for that season. This advance is deducted from the player's November 1 and November 15 installments.","Article II, Section 6",player-contracts,hard,2025-10-15 02:24:39.848558,2025-10-15 02:24:39.848558
f03ceb5f-d177-4d8f-a7d8-22c26cb32ef1,8d150211-e083-4825-87a9-b0c7ec0e5d25,Article VIII,ROOKIE SCALE,Section 2,Rookie Contracts for Later-Signed First Round Picks.,"If a First Round Pick waits three years to sign and the team has cap room, what is the minimum length of the contract they can sign?","The minimum length of the contract they can sign is three seasons, not including any option years, if the team has the necessary cap room to offer a salary above 120% of the Rookie Scale Amount.","Article VIII, Section 2",rookie-scale,hard,2025-10-15 02:32:59.446048,2025-10-15 02:32:59.446048
f049ed8e-82c5-41fd-917c-e2ed622be738,579aa5db-9be0-415f-90bf-1517192877dd,Article XI,FREE AGENCY,4,(a),What happens if a team does not make a Qualifying Offer to a player by June 29?,"If a team does not make a Qualifying Offer to a player by June 29, the player becomes an Unrestricted Free Agent on July 1.","Article XI, Section 4",free-agency,easy,2025-10-15 06:24:28.163635,2025-10-15 06:24:28.163635
f06642ec-72dc-4b67-8295-53715a74afa1,a00dc798-2150-4332-a489-2fb51f87a62c,Article XXXI,GRIEVANCE AND ARBITRATION PROCEDURE AND SPECIAL PROCEDURES WITH RESPECT TO DISPUTES INVOLVING PLAYER DISCIPLINE,Section 14,Threshold Amount for Certain Grievances.,What is the financial threshold for a grievance concerning a fine or suspension imposed by a team to be heard by the Grievance Arbitrator?,"A grievance concerning a fine or suspension imposed by a team can be heard by the Grievance Arbitrator only if it results in a financial impact on the player of more than $5,000.","Article XXXI, Section 14",arbitration,easy,2025-10-15 02:51:44.532322,2025-10-15 02:51:44.532322
f0737f15-1b61-4824-b797-4357563d876a,1d485eeb-139e-4812-9234-0a8c4c5b8296,Article XXXIX,TERM OF AGREEMENT.............................. 542,10,,How does the concept of 'No Waiver' affect the parties' rights under the CBA?,The 'No Waiver' clause ensures that failure to enforce any provision of the CBA does not constitute a waiver of the right to enforce that provision in the future. This protects the parties' rights by allowing them to enforce the agreement at any time.,"Article XXXIX, Section 10",general,hard,2025-10-16 01:21:46.746446,2025-10-16 01:21:46.746446
f09e4530-cf3d-4374-8421-463c14f3dd22,4dbafe5a-1845-4c2e-b988-3c83fe8cd13a,Article XXXII,SYSTEM ARBITRATION,8,Procedure Relating to Appeals of Determination by the,In what timeframe must the Appeals Panel schedule oral argument following the responding brief(s)?,The Appeals Panel must schedule oral argument no less than five (5) and no more than ten (10) days after the service and filing of the responding brief(s).,"Article XXXII, Section 8",general,easy,2025-10-15 06:39:11.759691,2025-10-15 06:39:11.759691
f0b39bd1-f39a-4ce9-9dac-b59767073263,84cc696c-c199-40de-af1e-a3132c73df68,Article XXX,NO-STRIKE AND NO-LOCKOUT PROVISIONS AND OTHER UNDERTAKINGS,Section 4,451,"If a player threatens to play for another team during their contract term, what is the Players Association expected to do?",The Players Association is expected to use its best efforts to prevent the player from making such threats or rendering services to another professional team during the term of their Player Contract.,"Article XXX, Section 4",general,medium,2025-10-15 02:50:48.731179,2025-10-15 02:50:48.731179
f0b9b579-7b5b-457c-8603-3a4aac6a6c31,d03aa565-7b5f-407d-b8e0-7460bb2f8c76,Article XIX,"UNION SECURITY, DUES, AND CHECK-OFF",1,Membership.,"If a player starts his employment on day 25 and the Agreement is executed on day 10, when must the player pay financial core fees?","The player must pay financial core fees on the 30th day following the execution of the Agreement, since it occurs after his employment start date, making it the later date.","Article XIX, Section 1",general,hard,2025-10-15 16:24:06.571997,2025-10-15 16:24:06.571997
f0eecc04-6809-4b56-b25c-3a267c9b7252,468e69be-a27d-44fe-8efb-f519fe8f3ee6,Article XII,OPTION CLAUSES,2,Player Options.,What are the conditions for a player option to be valid in terms of salary and bonuses during the option year?,"The salary, likely bonuses, and unlikely bonuses for the option year must be at least 100% of those in the final year of the original contract term. Additionally, all other contract terms, except for payment schedule, must remain unchanged.","Article XII, Section 2",trades,hard,2025-10-15 16:21:22.374055,2025-10-15 16:21:22.374055
f1217515-7bd4-4cfe-92a3-b599f4a7ff6e,fcc80fcf-52ea-426f-bb57-cbfb7feb2f53,Article XIII,CIRCUMVENTION,4,Production of Tax Materials.,"In what scenario might a player be required to disclose their tax returns under Article XIII, Section 4?","A player might be required to disclose their tax returns if there is a proceeding to enforce Section 1 or 2 of Article XIII, and the System Arbitrator finds good cause to order the disclosure to verify income figures.","Article XIII, Section 4",draft,medium,2025-10-15 06:25:45.880971,2025-10-15 06:25:45.880971
f124f30b-552f-4ec5-b1f3-59b44df0560e,45495829-84b4-4854-a300-ed39d0e106ea,Article XXII,PLAYER HEALTH AND WELLNESS,Section 2,One Surgeon.,Define the term 'one surgeon' as used in the CBA regarding player health and wellness.,"In the context of the CBA, 'one surgeon' refers to the agreement that a player needing orthopedic surgical care should be treated by a single orthopedic surgeon to ensure consistent medical treatment.","Article XXII, Section 2",health-safety,easy,2025-10-15 02:44:54.614427,2025-10-15 02:44:54.614427
f125345c-7b95-46d5-acb8-a4ad25f681fa,6397b9e5-f55b-4fa7-a57d-638beb354cb9,Article XXXI,GRIEVANCE AND ARBITRATION PROCEDURE,2,Initiation.,Define the procedure for a Team initiating a grievance against a player according to the CBA.,"For a Team to initiate a grievance, it must file a written notice with the Players Association and furnish copies of the notice to the involved player(s) and the NBA, expressly stating that it is initiating a grievance pursuant to Article XXXI, Section 2.","Article XXXI, Section 2",general,medium,2025-10-15 06:37:32.165298,2025-10-15 06:37:32.165298
f127da99-a265-45f1-bd0a-51e4ab9a8a63,32f32d29-ee2e-495a-bae5-406dffb09998,Article XXXVI,PLAYER AGENTS,Section 4,529,"In a scenario where a team is sued due to a player agent's actions, what steps must be taken for the Players Association to assume defense?","The team must notify the Players Association in writing about the lawsuit within five days of receiving the claim, allow the Players Association the opportunity to assume the defense, and refrain from admitting liability or settling the claim without the Players Association’s written consent.","Article Article XXXVI, Section Section 4",player-agents,hard,2025-10-15 05:43:49.454159,2025-10-15 05:43:49.454159
f128acca-457f-43ea-a69e-8da766e7dc6b,a6d6b6f3-ca47-4488-bcc0-9ea87e3fc8c7,Article XXXVI,PLAYER AGENTS,Section 2,Fines.,Under what conditions can a team avoid a fine when negotiating with a player agent?,A team can avoid a fine if it negotiates with an agent who is designated as the player's authorized agent on the then-current agent list provided by the Players Association to the NBA.,"Article Article XXXVI, Section Section 2",player-agents,medium,2025-10-15 05:43:32.56604,2025-10-15 05:43:32.56604
f1551aa2-197e-47b4-b447-fb4b38a271d6,66f31a30-2f6a-446f-b891-ba7c52a813d1,Article XXXVI,PLAYER AGENTS,3,Prohibition on Players as Agents.,What are the key responsibilities of an NBA player agent towards their clients?,"NBA player agents must act in the best interests of their clients, provide competent representation, and comply with NBPA regulations. They are responsible for contract negotiations and ensuring their clients understand the terms and conditions of their contracts.","Article XXXVI, Section 3",player-agents,medium,2025-10-16 01:20:51.067506,2025-10-16 01:20:51.067506
f163de1b-7b5f-4478-8789-10b8d9257406,e9da193a-983f-4465-aafb-38250c66f953,Article VII,"BASKETBALL RELATED INCOME,",11,"(3) Notwithstanding Sections 4(h)(1) and (2) above, if after a",What happens to a player's salary if they play 25 games after being excluded from Team Salary due to injury?,"If a player plays in 25 NBA Regular Season, Play-In, and playoff games in any Season after their Salary has been excluded, the excluded Salary will be included in the Team Salary for the current and subsequent Salary Cap Years. However, this does not apply if the player has a career-ending injury or illness.","Article VII, Section 11",salary-cap,hard,2025-10-15 16:15:33.825962,2025-10-15 16:15:33.825962
f19d8d93-dc3a-42e1-b860-6baed32c80db,d13b6364-a55e-4c8b-abaa-616ff8a5b43c,Article XIV,ANTI-COLLUSION PROVISIONS,3,Individual Negotiations.,"What is prohibited under Article XIV, Section 3 of the CBA regarding individual negotiations?","NBA teams are prohibited from refusing to negotiate or enter into a contract with a player who is free to sign with any team, based on the player's previous draft rights, refusal to sign a contract with an option, restricted or unrestricted free agency status, or being subject to a right of first refusal.","Article XIV, Section 3",general,easy,2025-10-15 16:22:56.141491,2025-10-15 16:22:56.141491
f19efacd-1251-4052-8574-93a62fb59ab4,d86606a3-672b-498e-9421-d39f13d52a29,Article XXXII,SYSTEM ARBITRATION,1,Jurisdiction and Authority.,"In the event of a jurisdictional disagreement between the NBA and the Players Association, what is the System Arbitrator's authority?","The System Arbitrator has exclusive jurisdiction to determine which arbitrator, whether the System Arbitrator, the Grievance Arbitrator, or another provided for by the CBA, should hear or resolve the particular dispute.","Article XXXII, Section 1",general,hard,2025-10-15 16:38:00.10946,2025-10-15 16:38:00.10946
f1a3c1f5-8660-4234-b4d3-7990f4df00c9,4179a9da-4e08-408c-8011-366311692f28,Article XX,SCHEDULING,7,All-Star.,A team played a game on the Thursday before the All-Star Game. Can they schedule a game or practice on the Monday after the All-Star Game?,"Yes, a team that played on the Thursday before the All-Star Game can schedule a game or practice on the Monday following the All-Star Game since the restriction only applies to the Tuesday after the All-Star Game, as stated in Article XX, Section 7.","Article XX, Section 7",general,medium,2025-10-15 16:29:48.50522,2025-10-15 16:29:48.50522
f1a7b090-4f76-4339-b4a2-56be834d9aeb,a36fe1cd-c3fa-4f12-9d7a-178828c9dfc5,Article VII,"BASKETBALL RELATED INCOME,",4,Determination of Team Salary.,Define 'Free Agent Amount' for a Veteran Free Agent who has not re-signed with any team.,"A Veteran Free Agent's 'Free Agent Amount' is typically 150% or 190% of his prior salary, depending on whether it was equal to or greater than the Estimated Average Player Salary. It is capped by the maximum salary and adjusted to ensure it is not less than the applicable minimum salary.","Article VII, Section 4",salary-cap,medium,2025-10-15 16:16:23.198153,2025-10-15 16:16:23.198153
f1b9d329-1ea4-4549-8121-819ffce3f438,fe4bd6c8-1ead-454b-977e-e9b61ec34748,Article XXVII,RIGHT OF SET-OFF,Section 2,Successive Terminations.,Define 'right of set-off' as it pertains to successive terminations.,"The 'right of set-off' allows a team that has terminated a player's contract to offset the amount it still owes the player with the salary the player earns from a new contract with another team. In the case of successive terminations, the first team to terminate has the right of set-off until its liability is completely cleared.","Article XXVII, Section 2",general,easy,2025-10-15 02:49:26.488243,2025-10-15 02:49:26.488243
f1c5dc6f-dfc9-4fdb-802d-d628cc05e5b8,e6ff7f74-461f-4234-a3ba-e67ffd80ba10,Article VII,"BASKETBALL RELATED INCOME,",1,Definitions.,How are revenues from luxury suite sales included in Basketball Related Income?,"Fifty percent of the gross proceeds from the sale, lease, or licensing of luxury suites, net of taxes and reasonable expenses, are included in BRI. The calculation is based on the actual proceeds received, amortized over the period of the sale, lease, or license, unless it exceeds twenty years, in which case a twenty-year amortization period is used.","Article VII, Section 1",salary-cap,medium,2025-10-15 16:15:16.574519,2025-10-15 16:15:16.574519
f1d0f216-2563-408a-9add-a5cdd0da818a,ce1e8705-59ec-44c5-afd2-19f861d5acb2,Article XXII,PLAYER HEALTH AND WELLNESS,Section 7,Health and Performance Screenings.,"What are players required to do during Health and Performance Screenings according to Article XXII, Section 7?","Players are required to undergo reasonable screening and baseline testing, accurately and completely answer all reasonable health questions, and provide accurate medical histories if requested.","Article XXII, Section Section 7",health-safety,easy,2025-10-15 02:45:26.139244,2025-10-15 02:45:26.139244
f21392dc-01ef-4340-ad7d-96c346d1aa93,a6d6b6f3-ca47-4488-bcc0-9ea87e3fc8c7,Article XXXVI,PLAYER AGENTS,Section 2,Fines.,What is the maximum fee percentage that a certified agent can charge a player according to the NBAPA rules?,A certified agent can charge a maximum fee of 4% of the player's contract.,Article XXXVI,player-agents,medium,2025-10-20 17:27:58.428121,2025-10-20 17:27:58.428121
f22aacc5-b091-419f-a65c-4b86f89fea38,c4be546e-76f6-4bcd-a3bd-790c6e55875d,Article XXXIX,TERM OF AGREEMENT.............................. 542,4,,"If the NBA experiences a drop in national TV revenues, how might this impact the CBA term?","A significant drop in national TV revenues could trigger a termination of the CBA term as outlined in Article XXXIX, Section 4, potentially leading to renegotiations or modifications of the agreement.","Article XXXIX, Section 4",general,hard,2025-10-15 06:41:51.442152,2025-10-15 06:41:51.442152
f26688fb-e88c-4801-87cf-3283d8d9155e,e0b3b88e-56fc-4bda-bfe4-5da9a71d7437,Article XV,CERTIFICATIONS,3,False Certification.,"Define 'perjury' in the context of Article XV, Section 3 of the CBA.","Perjury, in this context, is the criminal act of making false statements under oath in certifications required by the NBA, which can lead to legal actions against the involved parties.","Article XV, Section 3",general,medium,2025-10-15 16:28:09.986903,2025-10-15 16:28:09.986903
f27a0431-c216-46aa-889d-3249616dedac,0eac01e0-91d8-44d1-b9ab-a7380eb9ad3f,Article XXXIX,TERM OF AGREEMENT,4,543,What conditions allow the NBA to terminate the agreement based on National TV Revenues?,The NBA can terminate the agreement if the combined average annual National TV Revenues and 104.5% of Other Media Income are at least 35% less than the combined revenues for the 2022-23 Salary Cap Year.,"Article XXXIX, Section 4",general,medium,2025-10-15 06:42:00.110328,2025-10-15 06:42:00.110328
f2802e24-73b0-484b-bd10-21024c171f73,07b347ef-a88b-4764-bd28-272aa1df0487,Article VI,PLAYER CONDUCT,2,Practices.,What is the fine for a player who misses a practice session for the first time during a season?,"The fine for a player who misses a practice session for the first time during a season, without proper and reasonable excuse, is $2,500.","Article VI, Section 2",general,easy,2025-10-15 16:13:48.260987,2025-10-15 16:13:48.260987
